CID,LimitsSetNumber,StateFeatureGroupSet,RaiseLwrStateGroupSet,ControlStateGroupSet,IndicationStateGroupSet,StateControlSet,LPID,StationNumber,Visible_POR_GUI,AbbrStationName,StationName,AccessArea,AccessZone,AOR,DevXref.AssetID,DevXref.DeviceName,VendorTypeName,DeviceUsageType,ModelTypeName,Dev.DeviceName,Dev.StructureName,OMSStructureNumber,OMSLineDeviceNumber,LoadDropDevice,DeviceAttribute,DevXref.GroupName,DevXref.Description,DevXref.SerialNumber,DevXref.High_Node,DevXref.Low_Node,DevXref.RDF_ID,ComponentAlias,ComponentTypeName,Point.MRID,Comp.PhaseCode,Comp.Attachment,Comp.AssocDir,MeasurementType,ComponentStorageType,PointNumber,PointName,IsIndication,ManualEntry,InitialValue,SetNonUpdate,Unit,IsControl,IsRaiseLwr,EventsEnabled,AlarmProfileName:AlarmClass,AlarmProfileNumber:ClassNumber,HighReasonabilityLmt,LowReasonabilityLmt,END,I_StateNames,C_StateNames,RL_StateNames,NrmAbrnml_States,Limit_Name|Limit_Number|High_Limit_1|Low_Limit_1|High_Limit_2|Low_Limit_2|High_Limit_3|Low_Limit_3|High_Limit_4|Low_Limit_4,StateNumber:Command:OperateTime:DesiredEndState
PEYTON.SWITCH.114A3_60994.SWPS,-99,80808,-99,-99,516,-99,272267216,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.114A3_60994,114A3_60994,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239485,114A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.121_14378.SWPS,-99,80706,-99,-99,516,-99,271871264,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.121_14378,121_14378,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,214738,121,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.123_14380.SWPS,-99,80708,-99,-99,516,-99,271871296,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.123_14380,123_14380,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,214740,123,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV 2E BK DIS.SWPS,-99,80725,-99,-99,516,-99,272075184,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV 2E BK DISC_61114,12KV 2E BK DISC_61114,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227483,12KV 2E BK DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV 2W BK DIS.SWPS,-99,80724,-99,-99,516,-99,271871552,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV 2W BK DISC_61115,12KV 2W BK DISC_61115,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,214756,12KV 2W BK DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV BUS PARL .SWPS,-99,80775,-99,-99,516,-99,272075984,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV BUS PARL EBUS DSC_60924,12KV BUS PARL EBUS DSC_60924,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227533,12KV BUS PARL EBUS DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV BUS PARL .SWPS,-99,80782,-99,-99,516,-99,272266800,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV BUS PARL WBUS DSC_60926,12KV BUS PARL WBUS DSC_60926,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239459,12KV BUS PARL WBUS DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV PAR CB_60.GRLY,-99,80656,-99,506,506,21294,269022688,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,GND RLY,GND RLY,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,36702,PARKWAY GRD RLY,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
PEYTON.SWITCH.12KV PAR CB_60.IA,37627,-99,-99,-99,-99,-99,536985808,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,7181,12KV PAR IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,4040,-4040,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2000|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV PAR CB_60.IB,37628,-99,-99,-99,-99,-99,536985824,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,7182,12KV PAR IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,4040,-4040,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2000|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV PAR CB_60.IC,538,-99,-99,-99,-99,-99,536888768,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,LIG DAC Telem,AnalogPoint,1116,12KV A-C PAR IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,4000,-4000,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2000|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV PAR CB_60.POWP,89366,-99,-99,-99,-99,-99,536919696,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,LIG DAC1 Telem,AnalogPoint,3049,GASPAR MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 16:Class 16,8:8,36.3600006,-36.3600006,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|36|-36||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV PAR CB_60.POWQ,40160,-99,-99,-99,-99,-99,538849136,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,LIG DAC1 Telem,AnalogPoint,123639,GASPAR MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,18.18,-18.18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|18|-18||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV PAR CB_60.REC,-99,180838,-99,506,506,45060,268489760,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,REC,REC,NULL,ABC,LOW_SIDE,NULL,LIG DAC Telem,StatusPoint,3394,12KV A-C PAR REC,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
PEYTON.SWITCH.12KV PAR CB_60.SWPS,-99,80564,-99,254,254,21250,269021216,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,36610,12KV PAR CB,YES,Yes,OPEN,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSED,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
PEYTON.SWITCH.12KV PAR CB_60.TRGTA,-99,80657,-99,-99,370,-99,269022704,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT A,TRGT A,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,36703,PARKWAY A TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV PAR CB_60.TRGTB,-99,80658,-99,-99,370,-99,269022720,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT B,TRGT B,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,36704,PARKWAY B TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV PAR CB_60.TRGTC,-99,80659,-99,-99,370,-99,269022736,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT C,TRGT C,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,36705,PARKWAY C TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.12KV PAR CB_60.TRGTG,-99,80660,-99,-99,370,-99,269022752,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.12KV PAR CB_60925,12KV PAR CB_60925,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,36706,PARKWAY G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.131_14382.SWPS,-99,80711,-99,-99,516,-99,271871344,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.131_14382,131_14382,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,214743,131,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.133_14384.SWPS,-99,80713,-99,-99,516,-99,271871376,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.133_14384,133_14384,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,214745,133,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.141_14386.SWPS,-99,80717,-99,-99,516,-99,271871440,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.141_14386,141_14386,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,214749,141,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.143_14388.SWPS,-99,80719,-99,-99,516,-99,271871472,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.143_14388,143_14388,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,214751,143,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.151_14390.SWPS,-99,80770,-99,-99,516,-99,272075904,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.151_14390,151_14390,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227528,151,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.161_14392.SWPS,-99,80771,-99,-99,516,-99,272075920,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.161_14392,161_14392,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227529,161,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.163_14394.SWPS,-99,80772,-99,-99,516,-99,272075936,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.163_14394,163_14394,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227530,163,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.2 BK HS CB_143.SWPS,-99,80532,-99,254,254,21238,269020704,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.NO.2 BK HS CB_14387,2 BK HS CB_14387,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,36578,NO.2 BK HS CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSED,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
PEYTON.SWITCH.2 BK LS CB_609.SWPS,-99,80533,-99,254,254,21239,269020720,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.NO.2 BK LS CB_60944,2 BK LS CB_60944,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,36579,NO.2 BK LS CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSED,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
PEYTON.SWITCH.2 CAP DISC_611.SWPS,-99,80811,-99,-99,516,-99,272267264,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.NO.2 CAP DISC_61127,2 CAP DISC_61127,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239488,NO.2 CAP DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.2 CAP FUSE_611.SWPS,-99,80812,-99,-99,516,-99,272267280,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.NO.2 CAP FUSE_61122,2 CAP FUSE_61122,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239489,NO.2 CAP FUSE,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.2 CAPS SW_2519.SWPS,-99,80577,-99,254,254,21255,269021424,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.NO.2 CAPS SW_2519,2 CAPS SW_2519,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,36623,NO.2 CAPS SW,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSED,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
PEYTON.SWITCH.3 BK 12KV E IS.SWPS,-99,80749,-99,-99,516,-99,272075568,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.NO.3 BK 12KV E ISO DISC_61116,3 BK 12KV E ISO DISC_61116,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227507,NO.3 BK 12KV E ISO DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.3 BK 12KV W IS.SWPS,-99,80755,-99,-99,516,-99,272075664,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.NO.3 BK 12KV W ISO DISC_61117,3 BK 12KV W ISO DISC_61117,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227513,NO.3 BK 12KV W ISO DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
