CID,LimitsSetNumber,StateFeatureGroupSet,RaiseLwrStateGroupSet,ControlStateGroupSet,IndicationStateGroupSet,StateControlSet,LPID,StationNumber,Visible_POR_GUI,AbbrStationName,StationName,AccessArea,AccessZone,AOR,DevXref.AssetID,DevXref.DeviceName,VendorTypeName,DeviceUsageType,ModelTypeName,Dev.DeviceName,Dev.StructureName,OMSStructureNumber,OMSLineDeviceNumber,LoadDropDevice,DeviceAttribute,DevXref.GroupName,DevXref.Description,DevXref.SerialNumber,DevXref.High_Node,DevXref.Low_Node,DevXref.RDF_ID,ComponentAlias,ComponentTypeName,Point.MRID,Comp.PhaseCode,Comp.Attachment,Comp.AssocDir,MeasurementType,ComponentStorageType,PointNumber,PointName,IsIndication,ManualEntry,InitialValue,SetNonUpdate,Unit,IsControl,IsRaiseLwr,EventsEnabled,AlarmProfileName:AlarmClass,AlarmProfileNumber:ClassNumber,HighReasonabilityLmt,LowReasonabilityLmt,END,I_StateNames,C_StateNames,RL_StateNames,NrmAbrnml_States,Limit_Name|Limit_Number|High_Limit_1|Low_Limit_1|High_Limit_2|Low_Limit_2|High_Limit_3|Low_Limit_3|High_Limit_4|Low_Limit_4,StateNumber:Command:OperateTime:DesiredEndState
BOVINE.SWITCH.1 BK 12KV OB D.SWPS,-99,106042,-99,-99,516,-99,271247328,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.1 BK 12KV OB DISC_1327,1 BK 12KV OB DISC_1327,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175742,NO.1 BK 12KV OB DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.1 BK 12KV TB D.SWPS,-99,106044,-99,-99,516,-99,271247360,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.1 BK 12KV TB DISC_1329,1 BK 12KV TB DISC_1329,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175744,NO.1 BK 12KV TB DISC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.1 BK 66KV CB_1.SWPS,-99,105923,-99,516,254,26943,271245424,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.1 BK 66KV CB_1301,1 BK 66KV CB_1301,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,LIG DAC2 Telem,StatusPoint,175623,NO.1 BK 66KV CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
BOVINE.SWITCH.1 CAP 12KV OB .SWPS,-99,106037,-99,-99,516,-99,271247248,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.1 CAP 12KV OB DSC_1357,1 CAP 12KV OB DSC_1357,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175737,NO.1 CAP 12KV OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.1 CAPS 12KV CB.SWPS,-99,105965,-99,516,254,26961,271246096,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.1 CAPS 12KV CB_16,1 CAPS 12KV CB_16,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,175665,NO.1 CAPS 12KV CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
BOVINE.SWITCH.163_1321.SWPS,-99,105839,-99,-99,516,-99,270238656,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.163_1321,163_1321,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,112700,163,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.2 66KV CB_1305.SWPS,-99,105887,-99,516,254,26931,271244848,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.DEL AMO NO.2 66KV CB_1305,2 66KV CB_1305,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,LIG DAC2 Telem,StatusPoint,175587,DEL AMO NO.2 66KV CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
BOVINE.SWITCH.2 BK 12K BK DS.SWPS,-99,106050,-99,-99,516,-99,271247456,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.2 BK 12K BK DSC_1334,2 BK 12K BK DSC_1334,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175750,NO.2 BK 12K BK DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.2 BK 12K OB DS.SWPS,-99,106049,-99,-99,516,-99,271247440,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.2 BK 12K OB DSC_1333,2 BK 12K OB DSC_1333,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175749,NO.2 BK 12K OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.2 BK 12K TB DS.SWPS,-99,106051,-99,-99,516,-99,271247472,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.2 BK 12K TB DSC_1335,2 BK 12K TB DSC_1335,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175751,NO.2 BK 12K TB DSC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.2 BK 12KV CB_1.SWPS,-99,105943,-99,516,254,26953,271245744,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.2 BK 12KV CB_1362,2 BK 12KV CB_1362,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,LIG DAC2 Telem,StatusPoint,175643,NO.2 BK 12KV CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
BOVINE.SWITCH.2 BK 12KV ISO .SWPS,-99,106034,-99,-99,516,-99,271247200,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.2 BK 12KV ISO DISC_1370,2 BK 12KV ISO DISC_1370,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175734,NO.2 BK 12KV ISO DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.2 BK 66KV CB_1.SWPS,-99,105942,-99,516,254,26952,271245728,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.2 BK 66KV CB_1313,2 BK 66KV CB_1313,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,LIG DAC2 Telem,StatusPoint,175642,NO.2 BK 66KV CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
BOVINE.SWITCH.2 BK 66KV ISO .SWPS,-99,106033,-99,-99,516,-99,271247184,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.NO.2 BK 66KV ISO DISC_1323,2 BK 66KV ISO DISC_1323,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175733,NO.2 BK 66KV ISO DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.323_1307.SWPS,-99,105825,-99,-99,516,-99,270238432,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.323_1307,323_1307,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,112686,323,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.363_1322.SWPS,-99,105841,-99,-99,516,-99,270238688,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.363_1322,363_1322,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,112702,363,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.AB DISC_1345.SWPS,-99,106064,-99,-99,516,-99,271247680,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.12KV OB SEC.AB DISC_1345,AB DISC_1345,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175764,12KV OB SEC.AB DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.ABERDEEN 12K L.SWPS,-99,106046,-99,-99,516,-99,271247392,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12K LN DSC_1331,ABERDEEN 12K LN DSC_1331,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175746,ABERDEEN 12K LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.ABERDEEN 12K O.SWPS,-99,106045,-99,-99,516,-99,271247376,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12K OB DSC_1330,ABERDEEN 12K OB DSC_1330,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175745,ABERDEEN 12K OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.ABERDEEN 12K T.SWPS,-99,106048,-99,-99,516,-99,271247424,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12K TB DSC_1332,ABERDEEN 12K TB DSC_1332,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175748,ABERDEEN 12K TB DSC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.ABERDEEN 12KV .GRLY,-99,105981,-99,506,506,26968,271246352,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12KV CB_1361,ABERDEEN 12KV CB_1361,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,GND RLY,GND RLY,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,175681,ABERDEEN 12KV GRD RLY,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
BOVINE.SWITCH.ABERDEEN 12KV .IA,36202,-99,-99,-99,-99,-99,538781232,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12KV CB_1361,ABERDEEN 12KV CB_1361,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,119395,ABERDEEN 12KV IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1200,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|575|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.ABERDEEN 12KV .IB,36203,-99,-99,-99,-99,-99,538781248,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12KV CB_1361,ABERDEEN 12KV CB_1361,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,119396,ABERDEEN 12KV IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1200,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|575|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.ABERDEEN 12KV .IC,36204,-99,-99,-99,-99,-99,538781264,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12KV CB_1361,ABERDEEN 12KV CB_1361,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,119397,ABERDEEN 12KV IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1200,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|575|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.ABERDEEN 12KV .POWP,60082,-99,-99,-99,-99,-99,539953664,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12KV CB_1361,ABERDEEN 12KV CB_1361,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,192672,ABERDEEN 12KV MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 16:Class 16,8:8,18,-18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.ABERDEEN 12KV .POWQ,36206,-99,-99,-99,-99,-99,538781296,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12KV CB_1361,ABERDEEN 12KV CB_1361,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,119399,ABERDEEN 12KV MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,18.18,-18.18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-18||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.ABERDEEN 12KV .REC,-99,105980,-99,506,506,26967,271246336,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12KV CB_1361,ABERDEEN 12KV CB_1361,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,REC,REC,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,175680,ABERDEEN 12KV REC,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
BOVINE.SWITCH.ABERDEEN 12KV .SWPS,-99,105979,-99,516,254,26966,271246320,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12KV CB_1361,ABERDEEN 12KV CB_1361,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,LIG DAC2 Telem,StatusPoint,175679,ABERDEEN 12KV CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
BOVINE.SWITCH.ABERDEEN 12KV .TRGTG,-99,105985,-99,-99,370,-99,271246416,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.ABERDEEN 12KV CB_1361,ABERDEEN 12KV CB_1361,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,175685,ABERDEEN 12KV G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.BC DISC_1346.SWPS,-99,106065,-99,-99,516,-99,271247696,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.12KV OB SEC.BC DISC_1346,BC DISC_1346,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,175765,12KV OB SEC.BC DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
BOVINE.SWITCH.BRAHMA 12KV CB.GRLY,-99,105974,-99,506,506,26965,271246240,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.BRAHMA 12KV CB_1359,BRAHMA 12KV CB_1359,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,GND RLY,GND RLY,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,175674,BRAHMA 12KV GRD RLY,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
BOVINE.SWITCH.BRAHMA 12KV CB.IA,36197,-99,-99,-99,-99,-99,538781152,NULL,1,BOVINE,BOVINE,NULL,NULL,NULL,DMS.BRAHMA 12KV CB_1359,BRAHMA 12KV CB_1359,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,119390,BRAHMA 12KV IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1200,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|575|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
