BusNumber,BusName,PnaBus,PssBus,NspBus,VoltageBase,ExModelRetentionFlag,ExternalModelXref,VisibleBus,HighVoltageLimit1,LowVoltageLimit1,HighVoltageLimit2,LowVoltageLimit2,HighVoltageLimit3,LowVoltageLimit3,VoltConstraintSiWeightFactor,VoltConstraintHardnessFactor,CaCaseVoltConstraintHardFactor,VoltConstraintMonitorStatus,VoltConstraintEnforceStatus,VoltLimitMonitorCaCase,VoltLimitEnforceCaCase,VoltChangeHiLimit1,VoltChangeLowLimit1,VoltChangeHiLimit2,VoltChangeLowLimit2,VoltChangeHiLimit3,VoltChangeLowLimit3,VoltChngLimitSevWtCaCase,VoltChngLimitHardness,VoltChngLimitMonitor,VoltChngLimitEnforce,RegionOfInterest,AssetLabel,PseudoBus,ScheduleDataFlag,StationNumberRef,VoltageLimitAnalogPointRef,LimitNumber,HighDynLimit1,HighDynLimit2,HighDynLimit3,LowDynLimit1,LowDynLimit2,LowDynLimit3,VoltStandardDeviation,VoltCmeUsage,VoltOverrideStatus,VoltReplacementValue,VoltMeasurementSection,NetStatProcKvThresholdLimit,SetOrder1,VoltAnalogPointRef,AngleCmeUsage,AngleMeasurementSection,SetOrder2,AngleAnalogPointRef,StaticBusSplitIndicatorRef
1150,RINALDI 230,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,744,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1151,COLOSEUM2115,Yes,Yes,Yes,115,Retain,NULL,Yes,121.27,109.72,127.05,103.95,127.05,103.95,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,On,On,UseStationFlag,NULL,No,Yes,723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1152,COLOSEUM2 13,Yes,Yes,Yes,13.8,Retain,NULL,Yes,15.18,12.42,15.18,12.42,15.18,12.42,1,1,1,Off,Off,Off,Off,0.414,-0.414,0.828,-0.828,0.828,-0.828,1,1,Off,Off,UseStationFlag,NULL,No,Yes,723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1153,INYO 230,Yes,Yes,Yes,230,Retain,NULL,Yes,275,230,285,222,285,222,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,311014
1154,INYO 115,Yes,Yes,Yes,115,Retain,NULL,Yes,126,114,127.05,103.95,127.05,103.95,1,1,1,On,Off,On,Off,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,On,Off,UseStationFlag,NULL,No,Yes,748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,2,NULL,1,197195,NULL,NULL,NULL,NULL,NULL
1155,IPPDC 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1156,ADELANTO 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,9793!9794,32917!32916,NULL,NULL,NULL,NULL,NULL
1157,ATWATER 230,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,749,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1!2,219861!219862,NULL,NULL,NULL,NULL,NULL
1158,MOENKOPI 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,764,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1895!1917,186447!186446,Out!Out,999!50,1!2,301037!301038,NULL
1159,FOURCRNR 500,Yes,Yes,Yes,525,Retain,NULL,Yes,577.5,472.5,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,770,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,201!50,NULL!NULL,1!1919,180972!180969,NULL,NULL,NULL,NULL,NULL
1160,VINCENT 3AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,620,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1161,VINCENT 4AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,620,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1162,VALLEY 2AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1163,WESTWING 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,2106!2111,33286!33287,NULL,NULL,NULL,NULL,NULL
1164,AIRWAY 230,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3!3,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1!2,219847!219848,NULL,NULL,NULL,NULL,NULL
1165,VALLEY 3AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1166,VALLEY 4AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1167,SERRANO 2AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1168,SERRANO 3AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1169,MIR LOMA 2AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1170,MIR LOMA 3AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1171,MIR LOMA 4AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1172,LUGO 2AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1173,DSRSTLINE 34,Yes,Yes,Yes,34.5,Retain,NULL,Yes,37.95,31.05,37.95,31.05,37.95,31.05,1,1,1,Off,Off,Off,Off,1.035,-1.035,2.07,-2.07,2.07,-2.07,1,1,Off,Off,UseStationFlag,NULL,No,Yes,631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,101!201,NULL!NULL,1!2,228398!228404,NULL,NULL,NULL,NULL,NULL
1174,NAVAJO 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,50!999,NULL!NULL,1641!1706,33257!33256,NULL,NULL,NULL,NULL,NULL
1175,PALO VRD 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1,In/Out!In/Out!In/Out,Normal!Normal!Normal,NULL!NULL!NULL,999!9!50,NULL!NULL!NULL,436!437!439,186567!186554!186568,Out!Out,999!50,1!2,301041!301042,NULL
1176,MCCULLGH JAA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1177,TAP 30,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1178,WALCREEK 220,Yes,Yes,Yes,230,Retain,NULL,Yes,241.5,218.5,253,207,253,207,1,1,1,On,On,On,On,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,On,UseStationFlag,NULL,No,Yes,836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Out,999,1,300606,302900
1179,ALPINESOL 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,1,219252,NULL,NULL,NULL,NULL,NULL
1180,BLISS 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.2,10.8,13.2,10.8,13.2,10.8,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3!3,In/Out!In/Out,Normal!Normal,NULL!NULL,54!60,NULL!NULL,10!11,216363!216373,NULL,NULL,NULL,NULL,NULL
1181,CPV SENT 220,Yes,Yes,Yes,230,Retain,NULL,Yes,241.5,218.5,253,207,253,207,1,1,1,On,On,On,On,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,On,UseStationFlag,NULL,No,Yes,839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,179,219175,Out,999,1,300035,303670
1182,SEPULVEDA 16,Yes,Yes,Yes,16,Retain,NULL,Yes,18.59,15.21,18.59,15.21,18.59,15.21,1,1,1,Off,Off,Off,Off,0.507,-0.507,1.014,-1.014,1.014,-1.014,1,1,Off,Off,UseStationFlag,NULL,No,Yes,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1,In/Out!In/Out!In/Out!In/Out,Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL,11!17!997!999,NULL!NULL!NULL!NULL,1!2!3!4,135454!135466!135489!135493,NULL,NULL,NULL,NULL,NULL
1183,SEPULVEDA 4,No,Yes,Yes,4,Retain,NULL,Yes,4.785,3.915,4.785,3.915,4.785,3.915,1,1,1,Off,Off,Off,Off,0.507,-0.507,1.014,-1.014,1.014,-1.014,1,1,Off,Off,UseStationFlag,NULL,No,Yes,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,2,135497,NULL,NULL,NULL,NULL,NULL
1184,ATHENS 16,No,No,Yes,16,Retain,NULL,Yes,18.59,15.21,18.59,15.21,18.59,15.21,1,1,1,Off,Off,Off,Off,0.507,-0.507,1.014,-1.014,1.014,-1.014,1,1,Off,Off,UseStationFlag,NULL,No,Yes,760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1185,ATHENS 4,No,No,Yes,4,Retain,NULL,Yes,4.796,3.924,4.796,3.924,4.796,3.924,1,1,1,Off,Off,Off,Off,0.1308,-0.1308,0.2616,-0.2616,0.2616,-0.2616,1,1,Off,Off,UseStationFlag,NULL,No,Yes,760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,In/Out,Normal,NULL,54,NULL,10,119925,NULL,NULL,NULL,NULL,NULL
1186,LAMPSON 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.713,11.223,13.713,11.223,13.713,11.223,1,1,1,Off,Off,Off,Off,0.507,-0.507,1.014,-1.014,1.014,-1.014,1,1,Off,Off,UseStationFlag,NULL,No,Yes,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,53!55,NULL!NULL,1!2,127128!127138,NULL,NULL,NULL,NULL,NULL
1187,GALLATIN 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.717,11.223,13.717,11.223,13.717,11.223,1,1,1,Off,Off,Off,Off,0.507,-0.507,1.014,-1.014,1.014,-1.014,1,1,Off,Off,UseStationFlag,NULL,No,Yes,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,16!10,NULL!NULL,1!2,123581!123592,NULL,NULL,NULL,NULL,NULL
1188,CYBER 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.35,63.65,73.7,60.3,73.7,60.3,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,1,212848,NULL,NULL,NULL,NULL,NULL
1189,TAP 46,Yes,Yes,Yes,69,Retain,NULL,Yes,70.35,63.65,73.7,60.3,73.7,60.3,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1190,FOGARTY 115,Yes,Yes,Yes,115,Retain,NULL,Yes,121.8,110.2,127.6,104.4,127.6,104.4,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,On,On,UseStationFlag,NULL,No,Yes,759,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,In/Out,Normal,NULL,999,NULL,1,217205,NULL,NULL,NULL,NULL,NULL
1191,ACTON 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.717,11.223,13.717,11.223,13.717,11.223,1,1,1,Off,Off,Off,Off,0.3741,-0.3741,0.7482,-0.7482,0.7482,-0.7482,1,1,Off,Off,UseStationFlag,NULL,No,Yes,603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,54!60,NULL!NULL,10!11,217298!217308,NULL,NULL,NULL,NULL,NULL
1192,HOODOO 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,761,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1,In/Out!In/Out!In/Out,Normal!Normal!Normal,NULL!NULL!NULL,1!52!2,NULL!NULL!NULL,1!2!3,2106!2110!2102,NULL,NULL,NULL,NULL,NULL
1193,SERVER 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.35,63.65,73.7,60.3,73.7,60.3,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,100!200,NULL!NULL,1!2,217382!217376,NULL,NULL,NULL,NULL,NULL
1194,TIPTON 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.717,11.223,13.717,11.223,13.717,11.223,1,1,1,Off,Off,Off,Off,0.3741,-0.3741,0.7482,-0.7482,0.7482,-0.7482,1,1,Off,Off,UseStationFlag,NULL,No,Yes,681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,54!59,NULL!NULL,10!11,216722!216727,NULL,NULL,NULL,NULL,NULL
1195,GRND XING 66,Yes,Yes,Yes,69,Retain,NULL,Yes,71.4,64.6,74.8,61.2,74.8,61.2,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,767,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!998,NULL!NULL,1!2,215950!215956,NULL,NULL,NULL,NULL,NULL
1196,VALLEY 5AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1197,LAUGHLIN 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Out!Out!Out!Out,999!50!998!51,1!2!3!4,301039!301040!301043!301044,300498
1198,WEYMOUTH 66,Yes,Yes,Yes,69,Retain,NULL,Yes,71.4,64.6,74.8,61.2,74.8,61.2,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1199,N GILA 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,3562!3570,2241!2242,NULL,NULL,NULL,NULL,NULL
1200,MACARTHUR 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.717,11.223,13.717,11.223,13.717,11.223,1,1,1,Off,Off,Off,Off,0.3741,-0.3741,0.7482,-0.7482,0.7482,-0.7482,1,1,Off,Off,UseStationFlag,NULL,No,Yes,433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1!1,In/Out!In/Out!In/Out!In/Out!In/Out,Normal!Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL!NULL,3!706!999!997!13,NULL!NULL!NULL!NULL!NULL,204!224!226!228!234,223942!223964!223968!223972!223953,NULL,NULL,NULL,NULL,NULL
1201,CONCHO 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.717,11.223,13.717,11.223,13.717,11.223,1,1,1,Off,Off,Off,Off,0.3741,-0.3741,0.7482,-0.7482,0.7482,-0.7482,1,1,Off,Off,UseStationFlag,NULL,No,Yes,353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,In/Out,Normal,NULL,55,NULL,10,190267,NULL,NULL,NULL,NULL,NULL
1202,ALPINESOL 33,Yes,Yes,Yes,33.5,Retain,NULL,Yes,37.95,31.05,37.95,31.05,37.95,31.05,1,1,1,Off,Off,Off,Off,1.035,-1.035,2.07,-2.07,2.07,-2.07,1,1,Off,Off,UseStationFlag,NULL,No,Yes,838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,1,219253,NULL,NULL,NULL,NULL,NULL
1203,MIGUEL 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,1,32535,NULL,NULL,NULL,NULL,NULL
1204,MIGUEL 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1!2,2228!2229,NULL,NULL,NULL,NULL,NULL
1205,TAP 200,Yes,Yes,Yes,115,Retain,NULL,Yes,120.75,109.25,126.5,103.5,126.5,103.5,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,On,On,UseStationFlag,NULL,No,Yes,856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1206,MIGUEL 12,Yes,Yes,Yes,12.47,Retain,NULL,Yes,13.2,10.8,13.2,10.8,13.2,10.8,1,1,1,Off,Off,Off,Off,0.36,-0.36,0.72,-0.72,0.72,-0.72,1,1,Off,Off,UseStationFlag,NULL,No,Yes,782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1207,MIGUEL 80AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
