ENTRYNUMBER,OBJECTNAME                         ,OBJECTTYPE        ,SERVERCONTROLCENTERREF,DOMAINNAMEREF,DATASETNAMEREF,STATUSPOINTREF,ANALOGPOINTREF,ACCUMPOINTREF,CMEPOINTREF,INTERPRETA,MAN,VCCACCESSSETREF,SEQ
35988,DMS_CHESTNT_HAZELNUT_REC           ,StateQ            ,1,             ,36,255925,              ,             ,           ,          ,   ,               ,
35989,DMS_CHESTNT_HEXNUT_REC             ,StateQ            ,1,             ,36,11899,              ,             ,           ,          ,   ,               ,
35990,DMS_CHINO_CALMEN_CB                ,StateQ            ,1,             ,36,208315,              ,             ,           ,          ,   ,               ,
35938,DMS_CHINO_CALMEN_IB                ,RealQ             ,1,             ,35,              ,182240,             ,           ,          ,   ,               ,
35991,DMS_CHINO_CALMEN_REC               ,StateQ            ,1,             ,36,236794,              ,             ,           ,          ,   ,               ,
35992,DMS_CHINO_DAIRYMAN_CB              ,StateQ            ,1,             ,36,208320,              ,             ,           ,          ,   ,               ,
35939,DMS_CHINO_DAIRYMAN_IB              ,RealQ             ,1,             ,35,              ,182260,             ,           ,          ,   ,               ,
35993,DMS_CHINO_DAIRYMAN_REC             ,StateQ            ,1,             ,36,236799,              ,             ,           ,          ,   ,               ,
35994,DMS_CHINO_LOBET_CB                 ,StateQ            ,1,             ,36,208309,              ,             ,           ,          ,   ,               ,
35940,DMS_CHINO_LOBET_IB                 ,RealQ             ,1,             ,35,              ,182220,             ,           ,          ,   ,               ,
35995,DMS_CHINO_LOBET_REC                ,StateQ            ,1,             ,36,236788,              ,             ,           ,          ,   ,               ,
35996,DMS_CHINO_PALMETTO_CB              ,StateQ            ,1,             ,36,208312,              ,             ,           ,          ,   ,               ,
35941,DMS_CHINO_PALMETTO_IB              ,RealQ             ,1,             ,35,              ,182230,             ,           ,          ,   ,               ,
35997,DMS_CHINO_PALMETTO_REC             ,StateQ            ,1,             ,36,236791,              ,             ,           ,          ,   ,               ,
35998,DMS_CHINO_ROSWELL_CB               ,StateQ            ,1,             ,36,208311,              ,             ,           ,          ,   ,               ,
35942,DMS_CHINO_ROSWELL_IB               ,RealQ             ,1,             ,35,              ,182225,             ,           ,          ,   ,               ,
35999,DMS_CHINO_ROSWELL_REC              ,StateQ            ,1,             ,36,236790,              ,             ,           ,          ,   ,               ,
36000,DMS_CHINO_SERRANOS_CB              ,StateQ            ,1,             ,36,208318,              ,             ,           ,          ,   ,               ,
35943,DMS_CHINO_SERRANOS_IB              ,RealQ             ,1,             ,35,              ,182250,             ,           ,          ,   ,               ,
36001,DMS_CHINO_SERRANOS_REC             ,StateQ            ,1,             ,36,236797,              ,             ,           ,          ,   ,               ,
36002,DMS_CHINO_YOUNKIN_CB               ,StateQ            ,1,             ,36,208308,              ,             ,           ,          ,   ,               ,
35944,DMS_CHINO_YOUNKIN_IB               ,RealQ             ,1,             ,35,              ,182215,             ,           ,          ,   ,               ,
36003,DMS_CHINO_YOUNKIN_REC              ,StateQ            ,1,             ,36,236787,              ,             ,           ,          ,   ,               ,
36004,DMS_CORONA_ASTORIA_CB              ,StateQ            ,1,             ,36,208926,              ,             ,           ,          ,   ,               ,
35945,DMS_CORONA_ASTORIA_IB              ,RealQ             ,1,             ,35,              ,182546,             ,           ,          ,   ,               ,
36005,DMS_CORONA_ASTORIA_REC             ,StateQ            ,1,             ,36,208889,              ,             ,           ,          ,   ,               ,
36006,DMS_CORONA_MICHAEL_CB              ,StateQ            ,1,             ,36,208928,              ,             ,           ,          ,   ,               ,
35946,DMS_CORONA_MICHAEL_IB              ,RealQ             ,1,             ,35,              ,182556,             ,           ,          ,   ,               ,
36007,DMS_CORONA_MICHAEL_REC             ,StateQ            ,1,             ,36,208891,              ,             ,           ,          ,   ,               ,
36008,DMS_GALE_BAROID_CB                 ,StateQ            ,1,             ,36,37100,              ,             ,           ,          ,   ,               ,
35947,DMS_GALE_BAROID_IB                 ,RealQ             ,1,             ,35,              ,205296,             ,           ,          ,   ,               ,
36009,DMS_GALE_BAROID_RECL               ,StateQ            ,1,             ,36,37099,              ,             ,           ,          ,   ,               ,
36010,DMS_GLENAVON_KRAFT_CB              ,StateQ            ,1,             ,36,238688,              ,             ,           ,          ,   ,               ,
35948,DMS_GLENAVON_KRAFT_IB              ,RealQ             ,1,             ,35,              ,183294,             ,           ,          ,   ,               ,
36011,DMS_GLENAVON_KRAFT_REC             ,StateQ            ,1,             ,36,282270,              ,             ,           ,          ,   ,               ,
36012,DMS_MIRLO12_MATTERHORN_REC         ,StateQ            ,1,             ,36,290584,              ,             ,           ,          ,   ,               ,
36013,DMS_MOULTON_BULLDOG_RECL           ,StateQ            ,1,             ,36,119020,              ,             ,           ,          ,   ,               ,
36014,DMS_MOULTON_SHEPPERD_RECL          ,StateQ            ,1,             ,36,119029,              ,             ,           ,          ,   ,               ,
36015,DMS_NAROD_CLUTCH_CB                ,StateQ            ,1,             ,36,274319,              ,             ,           ,          ,   ,               ,
35949,DMS_NAROD_CLUTCH_IB                ,RealQ             ,1,             ,35,              ,219673,             ,           ,          ,   ,               ,
36016,DMS_NAROD_CLUTCH_REC               ,StateQ            ,1,             ,36,274320,              ,             ,           ,          ,   ,               ,
36017,DMS_NEWCOMB_LUSK_CB                ,StateQ            ,1,             ,36,37827,              ,             ,           ,          ,   ,               ,
35950,DMS_NEWCOMB_LUSK_IB                ,RealQ             ,1,             ,35,              ,205479,             ,           ,          ,   ,               ,
36018,DMS_NEWCOMB_LUSK_REC               ,StateQ            ,1,             ,36,37828,              ,             ,           ,          ,   ,               ,
36019,DMS_NEWCOMB_MCLAUGHLIN_CB          ,StateQ            ,1,             ,36,37911,              ,             ,           ,          ,   ,               ,
35951,DMS_NEWCOMB_MCLAUGHLIN_IB          ,RealQ             ,1,             ,35,              ,205530,             ,           ,          ,   ,               ,
36020,DMS_NEWCOMB_MCLAUGHLIN_REC         ,StateQ            ,1,             ,36,37912,              ,             ,           ,          ,   ,               ,
36021,DMS_NEWCOMB_PIEDRA_CB              ,StateQ            ,1,             ,36,37811,              ,             ,           ,          ,   ,               ,
35952,DMS_NEWCOMB_PIEDRA_IB              ,RealQ             ,1,             ,35,              ,205469,             ,           ,          ,   ,               ,
36022,DMS_NEWCOMB_PIEDRA_REC             ,StateQ            ,1,             ,36,37812,              ,             ,           ,          ,   ,               ,
36023,DMS_NEWCOMB_PRESLEY_CB             ,StateQ            ,1,             ,36,37903,              ,             ,           ,          ,   ,               ,
35953,DMS_NEWCOMB_PRESLEY_IB             ,RealQ             ,1,             ,35,              ,205525,             ,           ,          ,   ,               ,
36024,DMS_NEWCOMB_PRESLEY_REC            ,StateQ            ,1,             ,36,37904,              ,             ,           ,          ,   ,               ,
36025,DMS_NEWCOMB_RIDGEMOOR_CB           ,StateQ            ,1,             ,36,37843,              ,             ,           ,          ,   ,               ,
35954,DMS_NEWCOMB_RIDGEMOOR_IB           ,RealQ             ,1,             ,35,              ,205489,             ,           ,          ,   ,               ,
36026,DMS_NEWCOMB_RIDGEMOOR_REC          ,StateQ            ,1,             ,36,37844,              ,             ,           ,          ,   ,               ,
36027,DMS_NEWCOMB_WARDELL_CB             ,StateQ            ,1,             ,36,37803,              ,             ,           ,          ,   ,               ,
35955,DMS_NEWCOMB_WARDELL_IB             ,RealQ             ,1,             ,35,              ,205464,             ,           ,          ,   ,               ,
36028,DMS_NEWCOMB_WARDELL_REC            ,StateQ            ,1,             ,36,37804,              ,             ,           ,          ,   ,               ,
36029,DMS_PEDLEY_ARLINGTON_CB            ,StateQ            ,1,             ,36,210248,              ,             ,           ,          ,   ,               ,
36030,DMS_PEDLEY_ARLINGTON_CB_RB         ,StateQ            ,1,             ,36,210259,              ,             ,           ,          ,   ,               ,
35956,DMS_PEDLEY_ARLINGTON_IB            ,RealQ             ,1,             ,35,              ,184589,             ,           ,          ,   ,               ,
36031,DMS_PEDLEY_LAB_CB                  ,StateQ            ,1,             ,36,210252,              ,             ,           ,          ,   ,               ,
36032,DMS_PEDLEY_LAB_CB_RB               ,StateQ            ,1,             ,36,210263,              ,             ,           ,          ,   ,               ,
35957,DMS_PEDLEY_LAB_IB                  ,RealQ             ,1,             ,35,              ,184629,             ,           ,          ,   ,               ,
36033,DMS_PEDLEY_SEVAINE_CB              ,StateQ            ,1,             ,36,210234,              ,             ,           ,          ,   ,               ,
36034,DMS_PEDLEY_SEVAINE_CB_RB           ,StateQ            ,1,             ,36,210292,              ,             ,           ,          ,   ,               ,
35958,DMS_PEDLEY_SEVAINE_IB              ,RealQ             ,1,             ,35,              ,184635,             ,           ,          ,   ,               ,
36035,DMS_PEDLEY_WINEVILLE_CB            ,StateQ            ,1,             ,36,210251,              ,             ,           ,          ,   ,               ,
36036,DMS_PEDLEY_WINEVILLE_CB_RB         ,StateQ            ,1,             ,36,210262,              ,             ,           ,          ,   ,               ,
35959,DMS_PEDLEY_WINEVILLE_IB            ,RealQ             ,1,             ,35,              ,184604,             ,           ,          ,   ,               ,
35960,DMS_SUNCITY_SUNGLASSES_IB          ,RealQ             ,1,             ,35,              ,206186,             ,           ,          ,   ,               ,
36037,DMS_TIMOTEO_ARLISS_CB              ,StateQ            ,1,             ,36,212206,              ,             ,           ,          ,   ,               ,
35961,DMS_TIMOTEO_ARLISS_IB              ,RealQ             ,1,             ,35,              ,185616,             ,           ,          ,   ,               ,
36038,DMS_TIMOTEO_DENTAL_CB              ,StateQ            ,1,             ,36,212213,              ,             ,           ,          ,   ,               ,
35962,DMS_TIMOTEO_DENTAL_IB              ,RealQ             ,1,             ,35,              ,185641,             ,           ,          ,   ,               ,
36039,DMS_TIMOTEO_MUSE_CB                ,StateQ            ,1,             ,36,212201,              ,             ,           ,          ,   ,               ,
35963,DMS_TIMOTEO_MUSE_IB                ,RealQ             ,1,             ,35,              ,185596,             ,           ,          ,   ,               ,
36040,DMS_TIMOTEO_PETTIS_CB              ,StateQ            ,1,             ,36,212205,              ,             ,           ,          ,   ,               ,
35964,DMS_TIMOTEO_PETTIS_IB              ,RealQ             ,1,             ,35,              ,185611,             ,           ,          ,   ,               ,
36041,DMS_TIMOTEO_PLACID_CB              ,StateQ            ,1,             ,36,212210,              ,             ,           ,          ,   ,               ,
35965,DMS_TIMOTEO_PLACID_IB              ,RealQ             ,1,             ,35,              ,185626,             ,           ,          ,   ,               ,
36042,DMS_TIMOTEO_SURGEON_CB             ,StateQ            ,1,             ,36,212214,              ,             ,           ,          ,   ,               ,
35966,DMS_TIMOTEO_SURGEON_IB             ,RealQ             ,1,             ,35,              ,191450,             ,           ,          ,   ,               ,
36044,DMS_TORTILLB_BOOK_CB               ,StateQ            ,1,             ,36,223519,              ,             ,           ,          ,   ,               ,
36045,DMS_TORTILLB_BOOK_CB_REC           ,StateQ            ,1,             ,36,223552,              ,             ,           ,          ,   ,               ,
35968,DMS_TORTILLB_BOOK_IB               ,RealQ             ,1,             ,35,              ,191498,             ,           ,          ,   ,               ,
36046,DMS_TORTILLB_BURRITO_CB            ,StateQ            ,1,             ,36,223516,              ,             ,           ,          ,   ,               ,
35969,DMS_TORTILLB_BURRITO_IB            ,RealQ             ,1,             ,35,              ,191525,             ,           ,          ,   ,               ,
36047,DMS_TORTILLB_BURRITO_RB            ,StateQ            ,1,             ,36,223549,              ,             ,           ,          ,   ,               ,
36048,DMS_TORTILLB_HUEVOS_CB             ,StateQ            ,1,             ,36,223513,              ,             ,           ,          ,   ,               ,
36049,DMS_TORTILLB_HUEVOS_CB_REC         ,StateQ            ,1,             ,36,223546,              ,             ,           ,          ,   ,               ,
35970,DMS_TORTILLB_HUEVOS_IB             ,RealQ             ,1,             ,35,              ,191510,             ,           ,          ,   ,               ,
36050,DMS_TORTILLB_PATIO_CB              ,StateQ            ,1,             ,36,223514,              ,             ,           ,          ,   ,               ,
35971,DMS_TORTILLB_PATIO_IB              ,RealQ             ,1,             ,35,              ,191515,             ,           ,          ,   ,               ,
36051,DMS_TORTILLB_PATIO_RB              ,StateQ            ,1,             ,36,223547,              ,             ,           ,          ,   ,               ,
36052,DMS_TORTILLB_PESO_CB               ,StateQ            ,1,             ,36,223515,              ,             ,           ,          ,   ,               ,
35972,DMS_TORTILLB_PESO_IB               ,RealQ             ,1,             ,35,              ,191520,             ,           ,          ,   ,               ,
36053,DMS_TORTILLB_PESO_RB               ,StateQ            ,1,             ,36,223548,              ,             ,           ,          ,   ,               ,
36043,DMS_TORTILLB_TAMALE_CB             ,StateQ            ,1,             ,36,223534,              ,             ,           ,          ,   ,               ,
36054,DMS_TORTILLB_TAMALE_CB_REC         ,StateQ            ,1,             ,36,223568,              ,             ,           ,          ,   ,               ,
35967,DMS_TORTILLB_TAMALE_IB             ,RealQ             ,1,             ,35,              ,191537,             ,           ,          ,   ,               ,
36055,DMS_TULARE_AURORA_CB               ,StateQ            ,1,             ,36,154251,              ,             ,           ,          ,   ,               ,
35973,DMS_TULARE_AURORA_IB               ,RealQ             ,1,             ,35,              ,141252,             ,           ,          ,   ,               ,
36056,DMS_TULARE_AURORA_RB               ,StateQ            ,1,             ,36,159567,              ,             ,           ,          ,   ,               ,
36057,DMS_TULARE_FOGG_CB                 ,StateQ            ,1,             ,36,159541,              ,             ,           ,          ,   ,               ,
35975,DMS_TULARE_FOGG_IB                 ,RealQ             ,1,             ,35,              ,10257,             ,           ,          ,   ,               ,
36058,DMS_TULARE_FOGG_RB                 ,StateQ            ,1,             ,36,155669,              ,             ,           ,          ,   ,               ,
36059,DMS_TULARE_MATHIAS_CB              ,StateQ            ,1,             ,36,159542,              ,             ,           ,          ,   ,               ,
35976,DMS_TULARE_MATHIAS_IB              ,RealQ             ,1,             ,35,              ,1994,             ,           ,          ,   ,               ,
36060,DMS_TULARE_MATHIAS_RB              ,StateQ            ,1,             ,36,155670,              ,             ,           ,          ,   ,               ,
36061,DMS_TULARE_TURNER_CB               ,StateQ            ,1,             ,36,154248,              ,             ,           ,          ,   ,               ,
35974,DMS_TULARE_TURNER_IB               ,RealQ             ,1,             ,35,              ,141237,             ,           ,          ,   ,               ,
36062,DMS_TULARE_TURNER_RB               ,StateQ            ,1,             ,36,159564,              ,             ,           ,          ,   ,               ,
36063,DMS_TULARE_WHEY_CB                 ,StateQ            ,1,             ,36,159539,              ,             ,           ,          ,   ,               ,
35977,DMS_TULARE_WHEY_IB                 ,RealQ             ,1,             ,35,              ,144296,             ,           ,          ,   ,               ,
36064,DMS_TULARE_WHEY_RB                 ,StateQ            ,1,             ,36,159546,              ,             ,           ,          ,   ,               ,
35656,DMS_ALHAMB_GRAVES_CB               ,StateQ            ,1,             ,36,199284,              ,             ,           ,          ,   ,               ,
35644,DMS_ALHAMB_GRAVES_IB               ,RealQ             ,1,             ,35,              ,128649,             ,           ,          ,   ,               ,
35657,DMS_ALHAMB_GRAVES_REC              ,StateQ            ,1,             ,36,199285,              ,             ,           ,          ,   ,               ,
35658,DMS_CHINO_SPECTRUM_CB              ,StateQ            ,1,             ,36,208306,              ,             ,           ,          ,   ,               ,
35645,DMS_CHINO_SPECTRUM_IB              ,RealQ             ,1,             ,35,              ,182295,             ,           ,          ,   ,               ,
35659,DMS_CHINO_SPECTRUM_REC             ,StateQ            ,1,             ,36,65900,              ,             ,           ,          ,   ,               ,
35660,DMS_CHNLIS_GIZMO_CB                ,StateQ            ,1,             ,36,75112,              ,             ,           ,          ,   ,               ,
35646,DMS_CHNLIS_GIZMO_IB                ,RealQ             ,1,             ,35,              ,71379,             ,           ,          ,   ,               ,
35661,DMS_CHNLIS_GIZMO_REC               ,StateQ            ,1,             ,36,75113,              ,             ,           ,          ,   ,               ,
35662,DMS_CHNLIS_SCHOONER_CB             ,StateQ            ,1,             ,36,75143,              ,             ,           ,          ,   ,               ,
35647,DMS_CHNLIS_SCHOONER_IB             ,RealQ             ,1,             ,35,              ,71400,             ,           ,          ,   ,               ,
35663,DMS_CHNLIS_SCHOONER_REC            ,StateQ            ,1,             ,36,75144,              ,             ,           ,          ,   ,               ,
35664,DMS_CHNLIS_SPINNAKER_CB            ,StateQ            ,1,             ,36,75119,              ,             ,           ,          ,   ,               ,
35648,DMS_CHNLIS_SPINNAKER_IB            ,RealQ             ,1,             ,35,              ,71384,             ,           ,          ,   ,               ,
35665,DMS_CHNLIS_SPINNAKER_REC           ,StateQ            ,1,             ,36,75120,              ,             ,           ,          ,   ,               ,
35666,DMS_CHNLIS_WINDJAMMER_CB           ,StateQ            ,1,             ,36,75126,              ,             ,           ,          ,   ,               ,
35649,DMS_CHNLIS_WINDJAMMER_IB           ,RealQ             ,1,             ,35,              ,71389,             ,           ,          ,   ,               ,
35667,DMS_CHNLIS_WINDJAMMER_REC          ,StateQ            ,1,             ,36,75127,              ,             ,           ,          ,   ,               ,
35668,DMS_GARFIELD_OXLEY_CB              ,StateQ            ,1,             ,36,191581,              ,             ,           ,          ,   ,               ,
35650,DMS_GARFIELD_OXLEY_IB              ,RealQ             ,1,             ,35,              ,125212,             ,           ,          ,   ,               ,
35669,DMS_GARFIELD_OXLEY_REC             ,StateQ            ,1,             ,36,191582,              ,             ,           ,          ,   ,               ,
35651,DMS_MADRID_ASPEN_IB                ,RealQ             ,1,             ,35,              ,122043,             ,           ,          ,   ,               ,
35670,DMS_SOQUEL_ALTERRA_CB              ,StateQ            ,1,             ,36,241775,              ,             ,           ,          ,   ,               ,
35652,DMS_SOQUEL_ALTERRA_IB              ,RealQ             ,1,             ,35,              ,197617,             ,           ,          ,   ,               ,
35673,DMS_SOQUEL_ALTERRA_REC             ,StateQ            ,1,             ,36,241776,              ,             ,           ,          ,   ,               ,
35674,DMS_SOQUEL_BAYBERRY_CB             ,StateQ            ,1,             ,36,241789,              ,             ,           ,          ,   ,               ,
35653,DMS_SOQUEL_BAYBERRY_IB             ,RealQ             ,1,             ,35,              ,197627,             ,           ,          ,   ,               ,
35675,DMS_SOQUEL_BAYBERRY_REC            ,StateQ            ,1,             ,36,241790,              ,             ,           ,          ,   ,               ,
35671,DMS_SOQUEL_BITTERN_CB              ,StateQ            ,1,             ,36,241744,              ,             ,           ,          ,   ,               ,
35654,DMS_SOQUEL_BITTERN_IB              ,RealQ             ,1,             ,35,              ,197596,             ,           ,          ,   ,               ,
35676,DMS_SOQUEL_BITTERN_REC             ,StateQ            ,1,             ,36,241745,              ,             ,           ,          ,   ,               ,
35672,DMS_SOQUEL_QUINTO_CB               ,StateQ            ,1,             ,36,241751,              ,             ,           ,          ,   ,               ,
35655,DMS_SOQUEL_QUINTO_IB               ,RealQ             ,1,             ,35,              ,197601,             ,           ,          ,   ,               ,
35677,DMS_SOQUEL_QUINTO_REC              ,StateQ            ,1,             ,36,241752,              ,             ,           ,          ,   ,               ,
36076,DMS_MIRLO12_MATTERHORN_CB          ,StateQ            ,1,             ,36,290583,              ,             ,           ,          ,   ,               ,
36078,DMS_MIRLO12_MATTERHORN_IB          ,RealQ             ,1,             ,35,              ,205377,             ,           ,          ,   ,               ,
36077,DMS_SUNCITY_SUNGLASSES_REC         ,StateQ            ,1,             ,36,39412,              ,             ,           ,          ,   ,               ,
34155,DMS_CALDEN_16KV_OPER_BUS_VOLT      ,RealQ             ,1,             ,30,              ,211932,             ,           ,          ,   ,               ,
34156,DMS_CALDEN_ARDMORE_MVAR            ,RealQ             ,1,             ,30,              ,211966,             ,           ,          ,   ,               ,
34157,DMS_CALDEN_HOLMES_MVAR             ,RealQ             ,1,             ,30,              ,211972,             ,           ,          ,   ,               ,
34158,DMS_CALDEN_KALMIA_MVAR             ,RealQ             ,1,             ,30,              ,211996,             ,           ,          ,   ,               ,
34163,DMS_CALDEN_NO1_CAP_A_S             ,StateQ            ,1,             ,30,221690,              ,             ,           ,          ,   ,               ,
34164,DMS_CALDEN_NO1_CAP_CB_102          ,StateQ            ,1,             ,30,221566,              ,             ,           ,          ,   ,               ,
34159,DMS_CALDEN_NO1_TRANS_BK_MVAR       ,RealQ             ,1,             ,30,              ,211957,             ,           ,          ,   ,               ,
34160,DMS_CALDEN_NO1_TRANS_BK_MW         ,RealQ             ,1,             ,30,              ,211956,             ,           ,          ,   ,               ,
34161,DMS_CALDEN_PRINCE_MVAR             ,RealQ             ,1,             ,30,              ,211978,             ,           ,          ,   ,               ,
34162,DMS_CALDEN_WHITSETT_MVAR           ,RealQ             ,1,             ,30,              ,211984,             ,           ,          ,   ,               ,
34387,DMS_ROSEMEAD_BILTON_CB             ,StateQ            ,1,             ,36,200941,              ,             ,           ,          ,   ,               ,
34383,DMS_ROSEMEAD_BILTON_IB             ,RealQ             ,1,             ,35,              ,129495,             ,           ,          ,   ,               ,
34388,DMS_ROSEMEAD_BILTON_REC            ,StateQ            ,1,             ,36,200942,              ,             ,           ,          ,   ,               ,
34389,DMS_RUSH_CHANGE_CB                 ,StateQ            ,1,             ,36,255311,              ,             ,           ,          ,   ,               ,
34384,DMS_RUSH_CHANGE_IB                 ,RealQ             ,1,             ,35,              ,211561,             ,           ,          ,   ,               ,
34390,DMS_RUSH_CHANGE_REC                ,StateQ            ,1,             ,36,255312,              ,             ,           ,          ,   ,               ,
34391,DMS_SKYLARK_CEREAL_CB              ,StateQ            ,1,             ,36,209823,              ,             ,           ,          ,   ,               ,
34385,DMS_SKYLARK_CEREAL_IB              ,RealQ             ,1,             ,35,              ,183770,             ,           ,          ,   ,               ,
34392,DMS_SKYLARK_CEREAL_REC             ,StateQ            ,1,             ,36,209824,              ,             ,           ,          ,   ,               ,
34393,DMS_TORRANCE_BLACKJACK_CB          ,StateQ            ,1,             ,36,142217,              ,             ,           ,          ,   ,               ,
34386,DMS_TORRANCE_BLACKJACK_IB          ,RealQ             ,1,             ,35,              ,138446,             ,           ,          ,   ,               ,
34394,DMS_TORRANCE_BLACKJACK_REC         ,StateQ            ,1,             ,36,142218,              ,             ,           ,          ,   ,               ,
35813,DMS_SAUGUS_NO5_BK_KV_BC            ,RealQ             ,1,             ,30,              ,12188,             ,           ,          ,   ,               ,
35814,DMS_SAUGUS_NO6_BK_KV_BC            ,RealQ             ,1,             ,30,              ,12198,             ,           ,          ,   ,               ,
34028,DMS_GISLER_SURVEYOR_REC            ,StateQ            ,1,             ,36,182976,              ,             ,           ,          ,   ,               ,
34025,DMS_OAKGROV_LOWRY_RECL             ,StateQ            ,1,             ,36,159085,              ,             ,           ,          ,   ,               ,
34026,DMS_PIONEER_REDSKIN_CB             ,StateQ            ,1,             ,36,185419,              ,             ,           ,          ,   ,               ,
34024,DMS_PIONEER_REDSKIN_IB             ,RealQ             ,1,             ,35,              ,123367,             ,           ,          ,   ,               ,
34027,DMS_PIONEER_REDSKIN_REC            ,StateQ            ,1,             ,36,185420,              ,             ,           ,          ,   ,               ,
35831,DMS_MOULTON_NO1_CAP_CB             ,StateQ            ,1,             ,30,119011,              ,             ,           ,          ,   ,               ,
33995,DMS_QUINN_12KV_BUS_VOLT            ,RealQ             ,1,             ,30,              ,142523,             ,           ,          ,   ,               ,
33996,DMS_QUINN_CARVER_MVAR              ,RealQ             ,1,             ,30,              ,109207,             ,           ,          ,   ,               ,
33997,DMS_QUINN_JASMINE_MVAR             ,RealQ             ,1,             ,30,              ,109186,             ,           ,          ,   ,               ,
33998,DMS_QUINN_KYTE_MVAR                ,RealQ             ,1,             ,30,              ,109191,             ,           ,          ,   ,               ,
33999,DMS_QUINN_MIDGE_MVAR               ,RealQ             ,1,             ,30,              ,109202,             ,           ,          ,   ,               ,
34000,DMS_QUINN_NO1_BK_KV_BC             ,RealQ             ,1,             ,30,              ,109174,             ,           ,          ,   ,               ,
34001,DMS_QUINN_NO1_BK_MVAR              ,RealQ             ,1,             ,30,              ,109172,             ,           ,          ,   ,               ,
34002,DMS_QUINN_NO1_BK_MW                ,RealQ             ,1,             ,30,              ,109171,             ,           ,          ,   ,               ,
34003,DMS_QUINN_NO1_CAPS_12KV            ,RealQ             ,1,             ,30,              ,109181,             ,           ,          ,   ,               ,
34005,DMS_QUINN_NO1_CAPS_CONT            ,StateQ            ,1,             ,30,95804,              ,             ,           ,          ,   ,               ,
34006,DMS_QUINN_NO1_CAPS_F35_LO          ,StateQ            ,1,             ,30,95803,              ,             ,           ,          ,   ,               ,
34004,DMS_QUINN_NO_1_CAP_BK_CB           ,StateQ            ,1,             ,30,155563,              ,             ,           ,          ,   ,               ,
35834,DMS_MOULTON_NO1_CAPS_CONT          ,StateQ            ,1,             ,30,149814,              ,             ,           ,          ,   ,               ,
35840,DMS_MOULTON_NO1_CAPS_KV            ,RealQ             ,1,             ,30,              ,190899,             ,           ,          ,   ,               ,
35835,DMS_MOULTON_NO1_CAPS_LO            ,StateQ            ,1,             ,30,149813,              ,             ,           ,          ,   ,               ,
35836,DMS_MOULTON_NO2_CAPS_CONT          ,StateQ            ,1,             ,30,149816,              ,             ,           ,          ,   ,               ,
35841,DMS_MOULTON_NO2_CAPS_KV            ,RealQ             ,1,             ,30,              ,190902,             ,           ,          ,   ,               ,
35837,DMS_MOULTON_NO2_CAPS_LO            ,StateQ            ,1,             ,30,297958,              ,             ,           ,          ,   ,               ,
35838,DMS_MOULTON_NO3_CAPS_CONT          ,StateQ            ,1,             ,30,149820,              ,             ,           ,          ,   ,               ,
35842,DMS_MOULTON_NO3_CAPS_KV            ,RealQ             ,1,             ,30,              ,190905,             ,           ,          ,   ,               ,
35839,DMS_MOULTON_NO3_CAPS_LO            ,StateQ            ,1,             ,30,149819,              ,             ,           ,          ,   ,               ,
36711,DMS_ALESADRO_ELSWORTH_CB           ,StateQ            ,1,             ,41,39763,              ,             ,           ,          ,   ,               ,
36670,DMS_ALESADRO_ELSWORTH_IB           ,RealQ             ,1,             ,35,              ,206342,             ,           ,          ,   ,               ,
36712,DMS_ALESADRO_ELSWORTH_REC          ,StateQ            ,1,             ,41,39764,              ,             ,           ,          ,   ,               ,
36713,DMS_ALESADRO_FANTASTICO_CB         ,StateQ            ,1,             ,41,11747,              ,             ,           ,          ,   ,               ,
36671,DMS_ALESADRO_FANTASTICO_IB         ,RealQ             ,1,             ,35,              ,2586,             ,           ,          ,   ,               ,
36714,DMS_ALESADRO_FANTASTICO_REC        ,StateQ            ,1,             ,41,11748,              ,             ,           ,          ,   ,               ,
36715,DMS_ALESADRO_SNYDER_CB             ,StateQ            ,1,             ,41,39855,              ,             ,           ,          ,   ,               ,
36672,DMS_ALESADRO_SNYDER_IB             ,RealQ             ,1,             ,35,              ,206398,             ,           ,          ,   ,               ,
36716,DMS_ALESADRO_SNYDER_REC            ,StateQ            ,1,             ,41,39856,              ,             ,           ,          ,   ,               ,
36717,DMS_ALESADRO_TRINITY_CB            ,StateQ            ,1,             ,41,39771,              ,             ,           ,          ,   ,               ,
36673,DMS_ALESADRO_TRINITY_IB            ,RealQ             ,1,             ,35,              ,206347,             ,           ,          ,   ,               ,
36718,DMS_ALESADRO_TRINITY_REC           ,StateQ            ,1,             ,41,39772,              ,             ,           ,          ,   ,               ,
36719,DMS_CASADIAB_CROW_LAKE_CB          ,StateQ            ,1,             ,41,242852,              ,             ,           ,          ,   ,               ,
36674,DMS_CASADIAB_CROW_LAKE_IB          ,RealQ             ,1,             ,35,              ,198003,             ,           ,          ,   ,               ,
36720,DMS_CASADIAB_CROW_LAKE_RB          ,StateQ            ,1,             ,41,242883,              ,             ,           ,          ,   ,               ,
36721,DMS_CASADIAB_HURLEY_CB             ,StateQ            ,1,             ,41,242850,              ,             ,           ,          ,   ,               ,
36675,DMS_CASADIAB_HURLEY_IB             ,RealQ             ,1,             ,35,              ,197993,             ,           ,          ,   ,               ,
36722,DMS_CASADIAB_HURLEY_RB             ,StateQ            ,1,             ,41,242881,              ,             ,           ,          ,   ,               ,
36723,DMS_CASADIAB_SKI_CB                ,StateQ            ,1,             ,41,242843,              ,             ,           ,          ,   ,               ,
