ObjectName,ObjectType,InterpretationTable,SeqOfEvents,ServerControlCenterRef,DomainNameRef,DataSetNameRef,StatusPointRef,AnalogPointRef,AccumPointRef,CmePointRef,ClientControlCenterRef,
DMS_ANAVER_ASHBERRY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,61921,NULL,NULL,NULL,
DMS_ANAVER_CANDLEBERRY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77921,NULL,NULL,NULL,
DMS_ANAVER_CITY_RANCH_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,57694,NULL,NULL,NULL,NULL,
DMS_ANAVER_CITY_RANCH_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,61865,NULL,NULL,NULL,
DMS_ANAVER_CITY_RANCH_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,61868,NULL,NULL,NULL,
DMS_ANAVER_CITY_RANCH_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,57695,NULL,NULL,NULL,NULL,
DMS_ANAVER_LEONA_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80296,NULL,NULL,NULL,NULL,
DMS_ANAVER_LEONA_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77908,NULL,NULL,NULL,
DMS_ANAVER_LEONA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77911,NULL,NULL,NULL,
DMS_ANAVER_LEONA_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80297,NULL,NULL,NULL,NULL,
DMS_ANAVER_NO1_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77867,NULL,NULL,NULL,
DMS_ANAVER_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77865,NULL,NULL,NULL,
DMS_ANAVER_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77864,NULL,NULL,NULL,
DMS_ANAVER_NO1_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80262,NULL,NULL,NULL,NULL,
DMS_ANAVER_NO1_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80261,NULL,NULL,NULL,NULL,
DMS_ANAVER_NO1_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80260,NULL,NULL,NULL,NULL,
DMS_ANAVER_NO2_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77878,NULL,NULL,NULL,
DMS_ANAVER_NO2_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77876,NULL,NULL,NULL,
DMS_ANAVER_NO2_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77875,NULL,NULL,NULL,
DMS_ANAVER_NO2_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80266,NULL,NULL,NULL,NULL,
DMS_ANAVER_NO2_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80265,NULL,NULL,NULL,NULL,
DMS_ANAVER_NO2_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80264,NULL,NULL,NULL,NULL,
DMS_ANAVER_PELONA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77926,NULL,NULL,NULL,
DMS_ANAVER_QUINBY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77895,NULL,NULL,NULL,
DMS_ANAVER_RAYBURN_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80328,NULL,NULL,NULL,NULL,
DMS_ANAVER_RAYBURN_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77928,NULL,NULL,NULL,
DMS_ANAVER_RAYBURN_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77931,NULL,NULL,NULL,
DMS_ANAVER_RAYBURN_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80329,NULL,NULL,NULL,NULL,
DMS_ANAVER_RITTER_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77900,NULL,NULL,NULL,
DMS_ANAVER_SUBIDA_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80336,NULL,NULL,NULL,NULL,
DMS_ANAVER_SUBIDA_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77933,NULL,NULL,NULL,
DMS_ANAVER_SUBIDA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,77936,NULL,NULL,NULL,
DMS_ANAVER_SUBIDA_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,80337,NULL,NULL,NULL,NULL,
DMS_ANITA_CAMELLIA_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128162,NULL,NULL,NULL,NULL,
DMS_ANITA_CAMELLIA_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110823,NULL,NULL,NULL,
DMS_ANITA_CAMELLIA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110826,NULL,NULL,NULL,
DMS_ANITA_CAMELLIA_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128163,NULL,NULL,NULL,NULL,
DMS_ANITA_GARIBALDI_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110821,NULL,NULL,NULL,
DMS_ANITA_GRAYDON_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128176,NULL,NULL,NULL,NULL,
DMS_ANITA_GRAYDON_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110833,NULL,NULL,NULL,
DMS_ANITA_GRAYDON_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110836,NULL,NULL,NULL,
DMS_ANITA_GRAYDON_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128177,NULL,NULL,NULL,NULL,
DMS_ANITA_GREGG_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128207,NULL,NULL,NULL,NULL,
DMS_ANITA_GREGG_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110854,NULL,NULL,NULL,
DMS_ANITA_GREGG_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110857,NULL,NULL,NULL,
DMS_ANITA_GREGG_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128208,NULL,NULL,NULL,NULL,
DMS_ANITA_LA_PORTE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110852,NULL,NULL,NULL,
DMS_ANITA_MERIDIAN_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128193,NULL,NULL,NULL,NULL,
DMS_ANITA_MERIDIAN_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110844,NULL,NULL,NULL,
DMS_ANITA_MERIDIAN_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110847,NULL,NULL,NULL,
DMS_ANITA_MERIDIAN_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128194,NULL,NULL,NULL,NULL,
DMS_ANITA_NO1_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110771,NULL,NULL,NULL,
DMS_ANITA_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110769,NULL,NULL,NULL,
DMS_ANITA_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110768,NULL,NULL,NULL,
DMS_ANITA_NO2_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110759,NULL,NULL,NULL,
DMS_ANITA_NO2_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110757,NULL,NULL,NULL,
DMS_ANITA_NO2_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110756,NULL,NULL,NULL,
DMS_ANITA_NO3_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128124,NULL,NULL,NULL,NULL,
DMS_ANITA_NO3_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128126,NULL,NULL,NULL,NULL,
DMS_ANITA_NO3_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110804,NULL,NULL,NULL,
DMS_ANITA_NO3_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128125,NULL,NULL,NULL,NULL,
DMS_ANITA_NO4_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128134,NULL,NULL,NULL,NULL,
DMS_ANITA_NO4_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110808,NULL,NULL,NULL,
DMS_ANITA_NO4_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128133,NULL,NULL,NULL,NULL,
DMS_ANITA_NO4_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128132,NULL,NULL,NULL,NULL,
DMS_ANITA_PADDOCK_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128169,NULL,NULL,NULL,NULL,
DMS_ANITA_PADDOCK_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110828,NULL,NULL,NULL,
DMS_ANITA_PADDOCK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,110831,NULL,NULL,NULL,
DMS_ANITA_PADDOCK_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,128170,NULL,NULL,NULL,NULL,
DMS_AQUEDUC_SLUICE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,259357,NULL,NULL,NULL,NULL,
DMS_AQUEDUC_SLUICE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,213430,NULL,NULL,NULL,
DMS_AQUEDUC_SLUICE_RB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,259462,NULL,NULL,NULL,NULL,
DMS_ARCADIA_16KV_NORTH_BUS_VOLT,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136611,NULL,NULL,NULL,
DMS_ARCADIA_16KV_SOUTH_BUS_VOLT,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136607,NULL,NULL,NULL,
DMS_ARCADIA_ARBORETUM_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,190587,NULL,NULL,NULL,NULL,
DMS_ARCADIA_ARBORETUM_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,124882,NULL,NULL,NULL,
DMS_ARCADIA_ARBORETUM_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,124885,NULL,NULL,NULL,
DMS_ARCADIA_ARBORETUM_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,190588,NULL,NULL,NULL,NULL,
DMS_ARCADIA_CHANTRY_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137538,NULL,NULL,NULL,NULL,
DMS_ARCADIA_CHANTRY_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136618,NULL,NULL,NULL,
DMS_ARCADIA_CHANTRY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136621,NULL,NULL,NULL,
DMS_ARCADIA_CHANTRY_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137539,NULL,NULL,NULL,NULL,
DMS_ARCADIA_GLORIA_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137545,NULL,NULL,NULL,NULL,
DMS_ARCADIA_GLORIA_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136623,NULL,NULL,NULL,
DMS_ARCADIA_GLORIA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136626,NULL,NULL,NULL,
DMS_ARCADIA_GLORIA_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137546,NULL,NULL,NULL,NULL,
DMS_ARCADIA_KIEWAY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136652,NULL,NULL,NULL,
DMS_ARCADIA_MARENDALE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136616,NULL,NULL,NULL,
DMS_ARCADIA_NO1_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137519,NULL,NULL,NULL,NULL,
DMS_ARCADIA_NO1_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137521,NULL,NULL,NULL,NULL,
DMS_ARCADIA_NO1_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137520,NULL,NULL,NULL,NULL,
DMS_ARCADIA_NO2_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137530,NULL,NULL,NULL,NULL,
DMS_ARCADIA_NO2_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137529,NULL,NULL,NULL,NULL,
DMS_ARCADIA_NO2_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137528,NULL,NULL,NULL,NULL,
DMS_ARCADIA_NO3_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136573,NULL,NULL,NULL,
DMS_ARCADIA_NO3_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136571,NULL,NULL,NULL,
DMS_ARCADIA_NO3_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136570,NULL,NULL,NULL,
DMS_ARCADIA_NO4_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136560,NULL,NULL,NULL,
DMS_ARCADIA_NO4_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136558,NULL,NULL,NULL,
DMS_ARCADIA_NO4_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136557,NULL,NULL,NULL,
DMS_ARCADIA_PILGRIM_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136642,NULL,NULL,NULL,
DMS_ARCADIA_ROBBIE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137552,NULL,NULL,NULL,NULL,
DMS_ARCADIA_ROBBIE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136628,NULL,NULL,NULL,
DMS_ARCADIA_ROBBIE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136631,NULL,NULL,NULL,
DMS_ARCADIA_ROBBIE_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137553,NULL,NULL,NULL,NULL,
DMS_ARCADIA_SAINT_JO_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137576,NULL,NULL,NULL,NULL,
DMS_ARCADIA_SAINT_JO_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,136647,NULL,NULL,NULL,
DMS_ARCADIA_SAINT_JO_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,137577,NULL,NULL,NULL,NULL,
DMS_ARCADIA_SHOEMAKER_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,190594,NULL,NULL,NULL,NULL,
DMS_ARCADIA_SHOEMAKER_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,124887,NULL,NULL,NULL,
DMS_ARCADIA_SHOEMAKER_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,124890,NULL,NULL,NULL,
DMS_ARCADIA_SHOEMAKER_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,190595,NULL,NULL,NULL,NULL,
DMS_ARCHIB_BORBA_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242728,NULL,NULL,NULL,NULL,
DMS_ARCHIB_BORBA_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197891,NULL,NULL,NULL,
DMS_ARCHIB_BORBA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197894,NULL,NULL,NULL,
DMS_ARCHIB_BORBA_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242729,NULL,NULL,NULL,NULL,
DMS_ARCHIB_BRAVON_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,42311,NULL,NULL,NULL,NULL,
DMS_ARCHIB_BRAVON_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,207340,NULL,NULL,NULL,
DMS_ARCHIB_BRAVON_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,207343,NULL,NULL,NULL,
DMS_ARCHIB_BRAVON_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,42312,NULL,NULL,NULL,NULL,
DMS_ARCHIB_CREEKSIDE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242707,NULL,NULL,NULL,NULL,
DMS_ARCHIB_CREEKSIDE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197876,NULL,NULL,NULL,
DMS_ARCHIB_CREEKSIDE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197879,NULL,NULL,NULL,
DMS_ARCHIB_CREEKSIDE_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242708,NULL,NULL,NULL,NULL,
DMS_ARCHIB_DANISH_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,207348,NULL,NULL,NULL,
DMS_ARCHIB_GARRETT_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242714,NULL,NULL,NULL,NULL,
DMS_ARCHIB_GARRETT_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197881,NULL,NULL,NULL,
DMS_ARCHIB_GARRETT_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197884,NULL,NULL,NULL,
DMS_ARCHIB_GARRETT_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242715,NULL,NULL,NULL,NULL,
DMS_ARCHIB_HOFER_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242752,NULL,NULL,NULL,NULL,
DMS_ARCHIB_HOFER_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197907,NULL,NULL,NULL,
DMS_ARCHIB_HOFER_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197910,NULL,NULL,NULL,
DMS_ARCHIB_HOFER_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242753,NULL,NULL,NULL,NULL,
DMS_ARCHIB_IMBACH_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242759,NULL,NULL,NULL,NULL,
DMS_ARCHIB_IMBACH_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197912,NULL,NULL,NULL,
DMS_ARCHIB_IMBACH_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197915,NULL,NULL,NULL,
DMS_ARCHIB_IMBACH_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242760,NULL,NULL,NULL,NULL,
DMS_ARCHIB_KROPP_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242721,NULL,NULL,NULL,NULL,
DMS_ARCHIB_KROPP_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197886,NULL,NULL,NULL,
DMS_ARCHIB_KROPP_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197889,NULL,NULL,NULL,
DMS_ARCHIB_KROPP_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242722,NULL,NULL,NULL,NULL,
DMS_ARCHIB_NO1_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197866,NULL,NULL,NULL,
DMS_ARCHIB_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197864,NULL,NULL,NULL,
DMS_ARCHIB_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197863,NULL,NULL,NULL,
DMS_ARCHIB_NO1_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242699,NULL,NULL,NULL,NULL,
DMS_ARCHIB_NO1_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242701,NULL,NULL,NULL,NULL,
DMS_ARCHIB_NO1_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,242700,NULL,NULL,NULL,NULL,
DMS_ARCHIB_NO1_CAPS_VOLT,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197874,NULL,NULL,NULL,
DMS_ARCHIB_NO2_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,207330,NULL,NULL,NULL,
DMS_ARCHIB_NO2_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,207328,NULL,NULL,NULL,
DMS_ARCHIB_NO2_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,207327,NULL,NULL,NULL,
DMS_ARCHIB_NO2_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,42301,NULL,NULL,NULL,NULL,
DMS_ARCHIB_NO2_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,42300,NULL,NULL,NULL,NULL,
DMS_ARCHIB_NO2_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,42298,NULL,NULL,NULL,NULL,
DMS_ARCHIB_NO2_CAPS_VOLT,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,207354,NULL,NULL,NULL,
DMS_ARCHIB_NOVAC_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,197899,NULL,NULL,NULL,
DMS_ARCHIB_SWISS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,42327,NULL,NULL,NULL,NULL,
DMS_ARCHIB_SWISS_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,207350,NULL,NULL,NULL,
DMS_ARCHIB_SWISS_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,207353,NULL,NULL,NULL,
DMS_ARCHIB_SWISS_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,42328,NULL,NULL,NULL,NULL,
DMS_ARCHLN_12KV_NBUS_VOLT,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203273,NULL,NULL,NULL,
DMS_ARCHLN_12KV_SBUS_VOLT,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203274,NULL,NULL,NULL,
DMS_ARCHLN_ALSTOT_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203221,NULL,NULL,NULL,
DMS_ARCHLN_AMETHYST_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203231,NULL,NULL,NULL,
DMS_ARCHLN_ASHFORD_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203262,NULL,NULL,NULL,
DMS_ARCHLN_BANYAN_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32531,NULL,NULL,NULL,NULL,
DMS_ARCHLN_BANYAN_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203233,NULL,NULL,NULL,
DMS_ARCHLN_BANYAN_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203236,NULL,NULL,NULL,
DMS_ARCHLN_BANYAN_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32532,NULL,NULL,NULL,NULL,
DMS_ARCHLN_BEECHWOOD_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32566,NULL,NULL,NULL,NULL,
DMS_ARCHLN_BEECHWOOD_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203254,NULL,NULL,NULL,
DMS_ARCHLN_BEECHWOOD_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203257,NULL,NULL,NULL,
DMS_ARCHLN_BEECHWOOD_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32567,NULL,NULL,NULL,NULL,
DMS_ARCHLN_CORDON_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32550,NULL,NULL,NULL,NULL,
DMS_ARCHLN_CORDON_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203244,NULL,NULL,NULL,
DMS_ARCHLN_CORDON_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203247,NULL,NULL,NULL,
DMS_ARCHLN_CORDON_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32551,NULL,NULL,NULL,NULL,
DMS_ARCHLN_FERON_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203216,NULL,NULL,NULL,
DMS_ARCHLN_GREY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203226,NULL,NULL,NULL,
DMS_ARCHLN_GRILLEY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,181658,NULL,NULL,NULL,
DMS_ARCHLN_JAYBIRD_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203267,NULL,NULL,NULL,
DMS_ARCHLN_KENYON_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203206,NULL,NULL,NULL,
DMS_ARCHLN_LA_GRANDE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32558,NULL,NULL,NULL,NULL,
DMS_ARCHLN_LA_GRANDE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203249,NULL,NULL,NULL,
DMS_ARCHLN_LA_GRANDE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203252,NULL,NULL,NULL,
DMS_ARCHLN_LA_GRANDE_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32559,NULL,NULL,NULL,NULL,
DMS_ARCHLN_NO1_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203185,NULL,NULL,NULL,
DMS_ARCHLN_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203183,NULL,NULL,NULL,
DMS_ARCHLN_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203182,NULL,NULL,NULL,
DMS_ARCHLN_NO1_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32459,NULL,NULL,NULL,NULL,
DMS_ARCHLN_NO1_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32461,NULL,NULL,NULL,NULL,
DMS_ARCHLN_NO1_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200079,NULL,NULL,NULL,
DMS_ARCHLN_NO1_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32460,NULL,NULL,NULL,NULL,
DMS_ARCHLN_NO2_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203174,NULL,NULL,NULL,
DMS_ARCHLN_NO2_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203172,NULL,NULL,NULL,
DMS_ARCHLN_NO2_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,203171,NULL,NULL,NULL,
DMS_ARCHLN_NO2_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32469,NULL,NULL,NULL,NULL,
DMS_ARCHLN_NO2_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200080,NULL,NULL,NULL,
DMS_ARCHLN_NO2_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,32468,NULL,NULL,NULL,NULL,
